"case_type","case_number","status","incident_date","incident_time","incident_type","incident_location_type","incident_location","incident_city","incident_state","incident_zip","incident_county","LEA","child_id","child_race","child_gender","child_perceived_age","offender_gender","offender_race","offender_age","offender_perceived_age","vehicle_style","vehicle_color","offender_method","offender_method_detail","offender_statement","how_got_away","how_got_away_detail","child_amount","offender_amount"
"Attempted Abduction",1207470,"Closed","2012-11-28","00:00","Suspicious Incident","Street","Ohio St & 17th St","Racine","WI",53405,"Racine","Racine (WI) PD","477400","Unknown","Male","13","Male","Unknown",NA,"27-35","Sport Utility","Gold","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1225197,"Closed","2013-11-07","16:10","Attempted Abduction","Street","Hurstview Dr & Springhill Dr","Hurst","TX",76054,"Tarrant","Hurst (TX) PD","498649","Unknown","Female","12","Male","Unknown",NA,"40-50","Sport Utility","Black","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1226741,"Closed","2013-12-17","00:00","Attempted Abduction","Street","14th St & Superior Blvd","Wyandotte","MI",48192,"Wayne","Wyandotte (MI) PD","500878","Unknown","Female","Unknown","Male","Unknown",NA,"Unknown","Sport Utility","Black","other","Parent sent",NA,"Ran Away",NA,1,1
"Attempted Abduction",1231011,"Closed","2014-04-09","17:00","Attempted Abduction","Unknown","Unknown","Lafayette","IN",47901,"Tippecanoe","Lafayette (IN) PD","507158","Unknown","Female","9","Male","Unknown",NA,"Unknown","Sport Utility","Gold","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1237423,"Closed","2014-03-07","16:23","Attempted Abduction","Home - Residence","Unknown","Nevada City","CA",95959,"Nevada","Nevada Co (CA) SO","516626","Unknown","Female","6","Male","Unknown",NA,"40-44","Sport Utility","Black","animal",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1245482,"Closed","2015-03-09","16:00","Attempted Abduction","Street","N Portland Ave & Myrtle Ave","Brooklyn","NY",11205,"New York","New York (NY) PD","528682","Unknown","Female","10","Male","Unknown",NA,"Unknown","Sport Utility",NA,"other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1253687,"Closed","2015-08-26","16:00","Attempted Abduction","Street","700 Penrose Dr","Lincoln","NE",68531,"Lancaster","Lincoln (NE) PD","541972","Unknown","Female","11","Male","Unknown",NA,"Unknown","Sport Utility","Dark","other","Parents sent",NA,"Ran Away",NA,1,1
"Attempted Abduction",1274619,"Closed","2016-08-09","12:00","Attempted Abduction","Street","Dairy Rd","Tamaqua","PA",18252,"Schuylkill","West Penn Township (PA) PD","571545","White","Female","13","Male","Unknown",NA,"Unknown","Sport Utility","Dark","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1282232,"Closed","2016-11-06","08:05","Attempted Abduction","Street","N Whipple St & W Arthur Ave","Chicago","IL",60645,"Cook","Chicago (IL) PD - Bur. of Detectives - Area North","581644","Unknown","Male","7","Male","Unknown",NA,"Unknown","Sport Utility","Red","other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1286680,"Closed","2017-01-12","00:00","Attempted Abduction","Parking Lot/Garage","N Alberta St & W Holyoke Ave","Spokane","WA",99208,"Spokane","Spokane (WA) PD","587459","Unknown","Female","12","Female","Unknown",NA,"Unknown","Sport Utility","Silver","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1287447,"Closed","2017-01-23","15:30","Attempted Abduction","Street","Mission Rd","San Antonio","TX",78214,"Bexar","Harlandale (TX) ISD","588433","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown","Sport Utility",NA,"money",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1295787,"Closed","2017-05-01","15:00","Attempted Abduction","Street","Summerhill Dr","Colorado Springs","CO",80920,"El Paso","Colorado Springs (CO) PD","599433","Unknown","Male","10","Unknown","Unknown",NA,"Unknown","Sport Utility","Black","ride/other","Directive/Command",NA,"Ran Away",NA,1,1
"Attempted Abduction",1302844,"Closed","2017-07-16","16:45","Attempted Abduction","Street","1900 N Orchard St","Chicago","IL",60614,"Cook","Chicago (IL) PD - 18th District","608900","Unknown","Female","14","Male","Unknown",NA,"34-42","Sport Utility","White","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1257424,"Closed","2015-10-31","15:15","Suspicious Incident","Street","E 3rd St & Clinton Ave","Elmhurst","IL",60126,"Du Page","Elmhurst (IL) PD","547214/547217/547218","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","5/11/Unknown","Male","Hispanic",NA,"40","Sport Utility",NA,"candy",NA,NA,"Ran Away",NA,3,1
"Attempted Abduction",1101556,"Closed","2008-07-24","00:00","Attempted Abduction","Hotel / Motel","2209 County Dr - American Inn","Petersburg","VA",23803,"Prince George","Petersburg (VA) PD","359717/359718","Unknown/Unknown","Female/Female","12/12","Male","Hispanic",NA,"Unknown","Sport Utility","Black","other","Unknown",NA,"Ran Away",NA,2,1
"Attempted Abduction",1116378,"Closed","2009-02-13","17:00","Attempted Abduction","School - Facility","1500 Bellaire Ave","Clovis","CA",93611,"Fresno","Clovis (CA) PD","376130/376131","Unknown/Unknown","Male/Male","7/7","Male","Hispanic",NA,"25-35","Sport Utility","Green, Dark","other","None",NA,"Ran Away",NA,2,1
"Attempted Abduction",1116441,"Closed","2009-02-18","07:15","Attempted Abduction","Street","Unknown address near Central Park","Tehachapi","CA",93561,"Kern","Tehachapi (CA) PD","376211/376212","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","Hispanic",NA,"25-35","Sport Utility","Black","other","Unknown",NA,"Ran Away",NA,2,1
"Attempted Abduction",1128819,"Closed","2009-07-14","19:00","Attempted Abduction","Street","River Ave","Providence","RI",2901,"Providence","Providence (RI) PD","390038/390041","White/White","Female/Male","12/4","Male","Hispanic","28",NA,"Sport Utility","Red","ride",NA,NA,"Ran Away",NA,2,1
"Attempted Abduction",1218497,"Closed","2013-06-09","20:51","Suspicious Incident","Street","N Walnut St & W Buena Ventura St","Colorado Springs","CO",80907,"El Paso","Colorado Springs (CO) PD","489960/489965","Unknown/Unknown","Unknown/Unknown","8/10","Male","Hispanic",NA,"30-40","Sport Utility",NA,"candy",NA,NA,"Ran Away",NA,2,1
"Attempted Abduction",1228288,"Closed","2014-01-29","08:00","Exposure","Street","S Julian Way & S Irving St","Denver","CO",80236,"Adams","Denver (CO) PD","503164/503165","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","Hispanic",NA,"Unknown","Sport Utility","White","other","None",NA,"Ran Away",NA,2,1
"Attempted Abduction",1253712,"Closed","2015-08-27","09:00","Attempted Abduction","Street","4600 Graceland Dr","Midland","TX",79703,"Midland","Midland (TX) PD","542014/542016","Unknown/Unknown","Female/Male","8/10","Male","Hispanic",NA,"Unknown","Sport Utility",NA,"other","None",NA,"Ran Away",NA,2,1
"Attempted Abduction",1021538,"Closed","2005-08-08","09:00","Abduct & Release","Street","Unknown address","Escondido","CA",92025,"San Diego","Escondido (CA) PD","269728","Hispanic","Female","10","Male","Hispanic",NA,"40-45","Sport Utility","Green, Dark","other","Directions",NA,"Ran Away",NA,1,1
"Attempted Abduction",1027314,"Closed","2005-09-16","15:30","Attempted Abduction","Street","Date St & Margarita Rd","Murrieta","CA",92563,"Riverside","Murrieta (CA) PD","277008","Unknown","Female","11","Male","Hispanic",NA,"30-35","Sport Utility","Black","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1082763,"Closed","2007-10-11","15:00","Attempted Abduction","Street","Chestnut Rd & Knight Rd","Columbia","SC",29207,"Richland","Fort Jackson (SC) MP","338122","Unknown","Female","10","Male","Hispanic",NA,"Unknown","Sport Utility","Silver","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1086181,"Closed","2007-12-21","08:24","Attempted Abduction","Street","New Haven Ave & Gillette Ave","Aurora","IL",60506,"Kane","Aurora (IL) PD","342264","Unknown","Female","11","Male","Hispanic",NA,"Unknown","Sport Utility","Green, Dark","animal",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1089944,"Closed","2008-02-22","18:20","Attempted Abduction","Street","1800 SW 29th St","Troutdale","OR",97030,"Multnomah","Troutdale (OR) PD","346694","White","Female","12","Male","Hispanic",NA,"20-30","Sport Utility","White","animal",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1102889,"Closed","2008-06-07","12:00","Attempted Abduction","Street","5300 S McVicker Ave","Chicago","IL",60638,"Cook","Chicago (IL) PD","361277","Unknown","Male","Unknown","Male","Hispanic",NA,"30-40","Sport Utility",NA,"other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1128775,"Closed","2009-07-07","09:45","Attempted Abduction","Street","E Allegheny Ave & Belgrade St","Philadelphia","PA",19134,"Philadelphia","Philadelphia (PA) PD","389986","Unknown","Female","15","Male","Hispanic",NA,"30-39","Sport Utility","Red","other","Question",NA,"Ran Away",NA,1,1
"Attempted Abduction",1134724,"Closed","2009-10-26","06:45","Attempted Abduction","Street","E 52nd St","Maywood","CA",90270,"Los Angeles","Maywood Cudahy (CA) PD","396666","Unknown","Female","13","Male","Hispanic",NA,"33-37","Sport Utility",NA,"other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1135779,"Closed","2009-11-13","00:00","Attempted Abduction","Street","E Vegas Valley Dr & Mountain Vista St","Sunrise Manor","NV",89121,"Clark","Las Vegas (NV) MPD","397850","Unknown","Female","Unknown","Male","Hispanic",NA,"Unknown","Sport Utility","Black","other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1179177,"Closed","2011-09-01","15:00","Suspicious Incident","Street","S Hartford St","Chandler","AZ",85225,"Maricopa","Chandler (AZ) PD","446370","Unknown","Male","10","Male","Hispanic",NA,"Unknown","Sport Utility","Tan","other","Questions",NA,"Ran Away",NA,1,1
"Attempted Abduction",1184013,"Closed","2011-11-17","16:10","Attempted Abduction","Street","W 55th St & Monrovia St","Shawnee","KS",66216,"Johnson","Shawnee (KS) PD","451779","Unknown","Female","13","Male","Hispanic",NA,"40-49","Sport Utility",NA,"other","Directions",NA,"Ran Away",NA,1,1
"Attempted Abduction",1198574,"Closed","2012-06-11","00:00","Attempted Abduction","Street","Southern Av & San Juan Av","South Gate","CA",90280,"Los Angeles",NA,"467643","Unknown","Female","13","Male","Hispanic",NA,"40-49","Sport Utility","White","other","Talk about something",NA,"Ran Away",NA,1,1
"Attempted Abduction",1211173,"Closed","2013-02-19","00:00","Suspicious Incident","Street","4420 S Park Ave","Chevy Chase","MD",20815,"Montgomery","Chevy Chase Villiage (MD) PD","481530","Unknown","Female","13","Male","Hispanic",NA,"30-40","Sport Utility","Maroon","other","Personal questions",NA,"Ran Away",NA,1,1
"Attempted Abduction",1217557,"Closed","2013-05-26","14:00","Attempted Abduction","Street","6600 Olcott St","Tujunga","CA",91042,"Los Angeles","Los Angeles (CA) PD","488847","Unknown","Female","11","Male","Hispanic",NA,"40-49","Sport Utility",NA,"ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1225746,"Closed","2013-11-06","09:01","Attempted Abduction","Street","East 51st Ave & Uvalda St","Denver","CO",80239,"Adams","Denver (CO) PD","499428","Unknown","Female","Unknown","Male","Hispanic",NA,"Unknown","Sport Utility",NA,"other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1226735,"Closed","2013-11-26","16:30","Attempted Abduction","Park","6935 W Addison St - Shabbona Park","Chicago","IL",60634,"Cook","Chicago (IL) PD","500871","Unknown","Female","9","Male","Hispanic",NA,"Unknown","Sport Utility","Maroon","candy",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1228294,"Closed","2014-01-29","07:30","Attempted Abduction","Park","4900 Burke Rd","Pasadena","TX",77504,"Harris","Pasadena (TX) PD","503173","Unknown","Female","13","Male","Hispanic",NA,"20-25","Sport Utility",NA,"ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1243625,"Closed","2015-01-29","16:30","Suspicious Incident","Street","Dennis Dr & Morrison Rd","Reading","PA",19605,"Berks","Bern Township (PA) PD","525737","Unknown","Female","9","Male","Hispanic",NA,"40-45","Sport Utility","Black","animal",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1245210,"Closed","2015-03-09","15:30","Attempted Abduction","Street","23rd St & Darren Dr","Zephyrhills","FL",33540,"Pasco","Pasco County (FL) SO","528200","Unknown","Male","11","Male","Hispanic",NA,"30-40","Sport Utility","Gray","other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1280052,"Closed","2016-10-25","07:30","Attempted Abduction","School - Bus Stop","St. Mary's Lane & N Kirkwood Rd","Houston","TX",77079,"Harris","Spring Branch ISD Police","578849","Unknown","Female","Unknown","Male","Hispanic",NA,"Unknown","Sport Utility",NA,"ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1305355,"Closed","2017-08-10","16:00","Attempted Abduction","Street","N Himes Ave & W Flora St","Tampa","FL",33614,"Hillsborough","Hillsborough (FL) SO","612269","Unknown","Female","16","Male","Hispanic",NA,"30-39","Sport Utility","Red","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1126844,"Closed","2009-07-04","12:15","Exposure","Street","7500 N Ridge Ave","Chicago","IL",60645,"Cook","Chicago (IL) PD","387837/387839","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","Black",NA,"20-40","Sport Utility","Red","other","Unknown",NA,"Ran Away",NA,2,1
"Attempted Abduction",1077046,"Closed","2007-07-28","12:00","Attempted Abduction","Unknown","Unknown address","Massillon","OH",44646,"Stark","Massillon (OH) PD","331614","Unknown","Female","17","Male","Black","28",NA,"Sport Utility",NA,"other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1079700,"Closed","2007-09-11","00:00","Suspicious Incident","Street","Liberty St & 12th Av","Green Bay","WI",54304,"Brown","Green Bay (WI) PD","334668","Unknown","Female","14","Male","Black",NA,"30","Sport Utility",NA,"other","Sex",NA,"Ran Away",NA,1,1
"Attempted Abduction",1082191,"Closed","2007-08-29","09:15","Attempted Abduction","Street","100 E 79th St","Chicago","IL",60619,"Cook","Chicago (IL) PD","337490","Unknown","Female","15","Male","Black",NA,"30-40","Sport Utility","Green","other","Friend of family",NA,"Ran Away",NA,1,1
"Attempted Abduction",1082304,"Closed","2007-10-23","00:00","Attempted Abduction","School - Bus Stop","New Haven Rd & Horton Hill Rd","Naugatuck","CT",6770,"New Haven","Naugatuck (CT) PD","337610","Unknown","Female","11","Male","Black",NA,"Unknown","Sport Utility","Red","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1083358,"Closed","2007-07-13","11:00","Attempted Abduction","Street","6200 S Hamilton Ave","Chicago","IL",60636,"Cook","Chicago (IL) PD","338815","Unknown","Female","15","Male","Black",NA,"20","Sport Utility","Green, Dark","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1095825,"Closed","2008-02-20","11:35","Attempted Abduction","Street","6800 N Hiawatha Ave","Chicago","IL",60646,"Cook","Chicago (IL) PD","353335","Unknown","Female","11","Male","Black",NA,"30-50","Sport Utility","Silver","other","Drink",NA,"Ran Away",NA,1,1
"Attempted Abduction",1116748,"Closed","2009-02-11","06:30","Attempted Abduction","Street","1200 W Badger Rd","Madison","WI",53713,"Dane","Madison (WI) PD","376576","Unknown","Female","12","Male","Black",NA,"25","Sport Utility","Black","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1120489,"Closed","2009-03-25","09:00","Attempted Abduction","Street","5000 Hoopes St","Philadelphia","PA",19139,"Philadelphia","Philadelphia (PA) PD","380668","Unknown","Female","14","Male","Black",NA,"30-40","Sport Utility","Tan","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1123999,"Closed","2009-05-26","15:00","Attempted Abduction","School - Bus Stop","Grogans Mill Rd & S Millbend Dr","The Woodlands","TX",77380,"Montgomery","Montgomery Co (TX) PD","384634","Unknown","Female","18","Male","Black",NA,"30-39","Sport Utility","Black","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1124240,"Closed","2009-06-02","08:05","Attempted Abduction","Street","81 West Rocks Road","Norwalk","CT",6851,"Fairfield","Norwalk (CT) PD","384893","Unknown","Female","Unknown","Male","Black",NA,"25-29","Sport Utility","Blue, Dark","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1134600,"Closed","2009-09-01","00:00","Suspicious Incident","Other","Lyceum Ln","Manassas","VA",20112,"Prince William","Prince William Co (VA) PD","396527","Unknown","Female","Unknown","Male","Black",NA,"35-40","Sport Utility","Black","other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1138933,"Closed","2010-01-08","00:00","Attempted Abduction","Street","Wright Dr & Goodson Dr","Columbus","GA",31907,"Muscogee","Columbus (GA) PD","401396","Unknown","Female","11","Male","Black",NA,"20-24","Sport Utility","Green","other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1140653,"Closed","2010-01-29","07:45","Attempted Abduction","School - Bus Stop","5300 Taku Dr","Anchorage","AK",99508,"Anchorage","Anchorage (AK) PD","403312","Unknown","Female","11","Male","Black",NA,"18-20","Sport Utility","Dark","animal/ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1142230,"Closed","2010-02-25","08:54","Attempted Abduction","Street","Fisher St & Dane St","Madison","WI",53713,"Dane","Madison (WI) PD","405066","Unknown","Female","14","Male","Black",NA,"30-39","Sport Utility",NA,"other","Questions",NA,"Ran Away",NA,1,1
"Attempted Abduction",1159628,"Closed","2010-10-27","18:00","Attempted Abduction","Street","W Thomas Ave & Western Ave N","St Paul","MN",55103,"Ramsey","St Paul (MN) PD","424555","Unknown","Female","15","Male","Black",NA,"40-50","Sport Utility","White","ride/other","Directions",NA,"Ran Away",NA,1,1
"Attempted Abduction",1162091,"Closed","2010-12-14","07:25","Attempted Abduction","Street","100 Bragaw St","Anchorage","AK",99508,"Anchorage","Anchorage (AK) PD","427364","Unknown","Female","11","Male","Black",NA,"20-25","Sport Utility",NA,"ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1166161,"Closed","2011-02-10","15:30","Attempted Abduction","School - Bus Stop","Church Ln & El Portal Dr","San Pablo","CA",94806,"Contra Costa","San Pablo (CA) PD","431846","Unknown","Female","13","Male","Black","47",NA,"Sport Utility","Tan","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1166685,"Closed","2011-02-19","11:00","Attempted Abduction","Street","500 Gladstone Dr","Virginia Beach","VA",23452,"Virginia Beach City","Virginia Beach (VA) PD","432428","Black","Female","10","Male","Black",NA,"40-50","Sport Utility","Black","other","None",NA,"Ran Away",NA,1,1
