"incident_zip","case_type","case_number","status","incident_date","incident_time","incident_type","incident_location_type","incident_location","incident_city","incident_state","incident_county","LEA","child_id","child_race","child_gender","child_perceived_age","offender_gender","offender_race","offender_age","offender_perceived_age","vehicle_style","vehicle_color","offender_method","offender_method_detail","offender_statement","how_got_away","how_got_away_detail","child_amount","offender_amount","Latitude","Longitude"
60620,"Attempted Abduction",1140791,"Closed","2010-02-04","16:00","Sexual Assault","Street","8800 S Lowe Ave","Chicago","IL","Cook","Chicago (IL) PD","403467","Unknown","Female","13","Male","Black",NA,"35-40",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.7411,-87.6543
60620,"Attempted Abduction",1120149,"Closed","2009-04-03","07:45","Sexual Assault","Garage","8300 S Peoria St","Chicago","IL","Cook","Chicago (IL) PD","380289","Unknown","Female","11","Male","Black",NA,"17-20",NA,NA,"other","None",NA,"Unknown",NA,1,1,41.7411,-87.6543
60620,"Attempted Abduction",1082190,"Closed","2007-08-22","17:00","Sexual Assault","Street","8700 S Paulina St","Chicago","IL","Cook","Chicago (IL) PD","337489","Unknown","Female","17","Male","Hispanic",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.7411,-87.6543
60621,"Attempted Abduction",1146340,"Closed","2010-04-15","08:30","Attempted Abduction","Street","W 57th Pl & S Normal Blvd","Chicago","IL","Cook","Chicago (IL) PD","409721","Unknown","Male","12","Male/Male","Black/Black",NA,"50-59/40-49","Van","Blue, Light","other","None",NA,"Fought/Broke Free",NA,1,2,41.775,-87.6421
60621,"Attempted Abduction",1082192,"Closed","2007-09-02","10:00","Sexual Assault","Street","7100 S Aberdeen St","Chicago","IL","Cook","Chicago (IL) PD","337491/337493","Unknown/Unknown","Female/Unknown","Unknown/Unknown","Male","Black",NA,"20-39","Sport Utility","Silver","other","None",NA,"Released",NA,2,1,41.775,-87.6421
60621,"Attempted Abduction",1150014,"Closed","2010-06-01","09:00","Suspicious Incident","Street","6200 S Peoria St","Chicago","IL","Cook","Chicago (IL) PD","413811","Unknown","Female","Unknown","Male","Black",NA,"Unknown",NA,"Black","other","None",NA,"Ran Away",NA,1,1,41.775,-87.6421
60621,"Attempted Abduction",1159117,"Closed","2010-10-15","14:00","Attempted Abduction","Street","500 W 69th St","Chicago","IL","Cook","Chicago (IL) PD","424016","Unknown","Female","10","Male","Unknown",NA,"Unknown","Van","Black","other","None",NA,"Fought/Broke Free",NA,1,1,41.775,-87.6421
60621,"Attempted Abduction",1101658,"Closed","2008-04-04","07:45","Attempted Abduction","School - Bus Stop","200 W 75th St","Chicago","IL","Cook","Chicago (IL) PD","359832","Unknown","Female","14","Male","Black",NA,"30","Sedan, 2 door","Black","other","None",NA,"Ignored/Refused",NA,1,1,41.775,-87.6421
60621,"Attempted Abduction",1044896,"Closed","2006-05-20","07:35","Attempted Abduction","Street","6000 S Normal Ave","Chicago","IL","Cook","Chicago (IL) PD","297725","Black","Female","14","Male","Black",NA,"35-40","Sedan, 4 door","White","ride",NA,NA,"Adult Intervened",NA,1,1,41.775,-87.6421
60621,"Attempted Abduction",1158136,"Closed","2010-10-07","18:00","Suspicious Incident","Street","6100 S Steward Ave","Chicago","IL","Cook","Chicago (IL) PD","422891","Unknown","Male","12","Male","Black",NA,"Unknown","Van","White","other","None",NA,"Ran Away",NA,1,1,41.775,-87.6421
60621,"Attempted Abduction",1143615,"Closed","2010-03-05","14:30","Attempted Abduction","Street","W 103rd St","Chicago","IL","Cook","Chicago (IL) PD","406684","Unknown","Female","17","Male","Black",NA,"25-45","Sedan, 4 door/Pickup Truck","Gray/Blue, Light","other","None",NA,"Ran Away",NA,1,1,41.775,-87.6421
60621,"Attempted Abduction",1082187,"Closed","2007-08-03","05:00","Sexual Assault","Home - Residence","200 W Marquette Rd","Chicago","IL","Cook","Chicago (IL) PD","337487","Unknown","Female","7","Male","Black",NA,"25-30",NA,NA,"other","None",NA,"Released",NA,1,1,41.775,-87.6421
60621,"Attempted Abduction",1109220,"Closed","2008-10-29","06:45","Attempted Abduction","School - Bus Stop","1107 W 64th St","Chicago","IL","Cook","Chicago (IL) PD","368178/368179","Unknown/Unknown","Male/Male","Unknown/Unknown","Male","White",NA,"30-39",NA,NA,"other","Unknown","TEST STATEMENT - The suspect told the child's mother if she did not listen to his instructions, she would die.","Ran Away",NA,2,1,41.775,-87.6421
60621,"Attempted Abduction",1051596,"Closed","2006-07-17","07:50","Attempted Abduction","Street","7100 S May St","Chicago","IL","Cook","Chicago (IL) PD","304567","Unknown","Female","12","Male","White",NA,"30-35","Sport Utility","Brown","other","Unknown",NA,"Unknown",NA,1,1,41.775,-87.6421
60621,"Attempted Abduction",1160738,"Closed","2010-11-16","08:35","Attempted Abduction","Street","11700 S Wallace Ave","Chicago","IL","Cook","Chicago (IL) PD","425792","Unknown","Female","16","Male","Black",NA,"16-20",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.775,-87.6421
60622,"Attempted Abduction",1312826,"Closed","2017-11-01","06:30","Attempted Abduction","Street","1200 N Damen Ave","Chicago","IL","Cook","Chicago (IL) PD - 14th District - Area North","621823","Unknown","Female","14","Male","Hispanic",NA,NA,"Sport Utility","Black","other","Conversation",NA,"Other","Subject left",1,1,41.9019,-87.6779
60622,"Attempted Abduction",1147205,"Closed","2010-04-22","14:30","Attempted Abduction","Street","2800 W Augusta Blvd","Chicago","IL","Cook","Chicago I(L) PD","410706","Unknown","Female","15","Male","Hispanic",NA,"20-29","Van","Red","other","None",NA,"Ran Away",NA,1,1,41.9019,-87.6779
60623,"Attempted Abduction",1093491,"Closed","2008-04-10","07:15","Attempted Abduction","Street","2300 S Christiana Ave","Chicago","IL","Cook","Chicago (IL) PD","350728","Unknown","Female","Unknown","Male","Hispanic",NA,"30-35","Van","Black","other","None",NA,"Ran Away",NA,1,1,41.849,-87.7157
60623,"Attempted Abduction",1226736,"Closed","2013-12-10","17:30","Attempted Abduction","Street","3500 West Cermak Rd","Chicago","IL","Cook","Chicago (IL) PD","500872","Unknown","Female","14","Male","Hispanic",NA,"17-21",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.849,-87.7157
60623,"Attempted Abduction",1270472,"Closed","2016-06-05","19:30","Attempted Abduction","Street","3000 S Kedvale Ave","Chicago","IL","Cook","Chicago (IL) PD - 10th District","565760","Unknown","Female","16","Male","Hispanic",NA,"35-40",NA,NA,"other","Conversation; Waived",NA,"Other","Subject left the area",1,1,41.849,-87.7157
60623,"Attempted Abduction",1220923,"Closed","2013-07-25","00:00","Attempted Abduction","Restaurant","2609 S Kedzie Ave","Chicago","IL","Cook","Cook Co (IL) SO","492826","Unknown","Unknown","2","Male","Hispanic","60",NA,NA,NA,"other","Toys",NA,"Unknown",NA,1,1,41.849,-87.7157
60623,"Attempted Abduction",1168076,"Closed","2011-03-01","00:00","Suspicious Incident","Street","2700 S Sawyer Ave","Chicago","IL","Cook","Chicago (IL) PD","433986","Unknown","Female","11","Male","Hispanic","55",NA,"Van",NA,"other","Unknown",NA,"Unknown",NA,1,1,41.849,-87.7157
60623,"Attempted Abduction",1152067,"Closed","2010-07-12","08:05","Suspicious Incident","Street","2200 S St Louis St","Chicago","IL","Cook","Chicago (IL) PD","416048","Unknown","Female","Unknown","Male","Black",NA,"26-30",NA,NA,"other","Sexual act",NA,"Unknown",NA,1,1,41.849,-87.7157
60623,"Attempted Abduction",1174332,"Closed","2011-06-08","09:30","Sexual Assault","Street","4200 W 25th St","Chicago","IL","Cook","Chicago (IL) PD","440925/440926","Unknown/Unknown","Female/Female","10/10","Male","Hispanic",NA,"25-45","Van","Maroon","ride",NA,NA,"Unknown",NA,2,1,41.849,-87.7157
60623,"Attempted Abduction",1259094,"Closed","2015-11-17","15:45","Sexual Assault","Street","3500 W Ogden Ave","Chicago","IL","Cook","Chicago (IL) PD - Special Investigations Unit","549580","Unknown","Male","Unknown","Male","Black",NA,"25",NA,NA,"other","None",NA,"Other","Suspect ran away",1,1,41.849,-87.7157
60624,"Attempted Abduction",1085979,"Closed","2007-12-18","09:10","Attempted Abduction","Street","590 S Kostner Ave","Chicago","IL","Cook","Chicago (IL) PD","342013","Unknown","Female","11","Male","Hispanic",NA,"30-40",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1,41.8804,-87.7223
60624,"Attempted Abduction",1297824,"Closed","2017-05-22","07:35","Attempted Abduction","Street","4000 W Jackson Blvd","Chicago","IL","Cook","Chicago (IL) PD - 11th District","602022","Unknown","Female","13","Male","Black",NA,"30-40","Sport Utility","Blue","other","Command; Conversation",NA,"Ignored/Refused","Ran away",1,1,41.8804,-87.7223
60624,"Attempted Abduction",1139028,"Closed","2010-01-11","06:50","Abduct & Release","Street","3900 W Van Buren St","Chicago","IL","Cook","Chicago (IL) PD","401502","Unknown","Female","14","Male","Black",NA,"Unknown","Sedan, 4 door","Silver","other","None",NA,"Fought/Broke Free","Adult intervened",1,1,41.8804,-87.7223
60624,"Attempted Abduction",1272675,"Closed","2016-07-11","08:55","Attempted Abduction","Street","500 N Monticello Ave","Chicago","IL","Cook","Chicago (IL) PD","568855","Unknown","Female","12","Male","White",NA,"25-35","Van","Silver","other","None",NA,"Ran Away",NA,1,1,41.8804,-87.7223
60624,"Attempted Abduction",1271377,"Closed","2016-06-21","08:40","Attempted Abduction","Street","3500 W Arthington St","Chicago","IL","Cook","Chicago (IL) PD - 11th District","567035/567037/567038","Unknown/Unknown/Unknown","Female/Male/Male","12/5/5","Male","Black",NA,"30-40","Sedan, 4 door","Red","other","Whistled",NA,"Ran Away",NA,3,1,41.8804,-87.7223
60624,"Attempted Abduction",1257778,"Closed","2015-11-06","08:20","Attempted Abduction","Street","4000 W Adams St","Chicago","IL","Cook","Chicago (IL) PD - 11th District","547721","Unknown","Female","13","Male","Black",NA,"35-39",NA,NA,"other","None",NA,"Fought/Broke Free","Ran away",1,1,41.8804,-87.7223
60624,"Attempted Abduction",1266311,"Closed","2016-04-06","20:48","Attempted Abduction","Street","W Lake St & N Pulaski Rd","Chicago","IL","Cook","Chicago (IL) PD - 11th District","559908","Unknown","Male","Unknown","Male","White",NA,"35-45","Sedan, 4 door","Blue, Dark","other","None",NA,"Ran Away",NA,1,1,41.8804,-87.7223
60624,"Attempted Abduction",1289441,"Closed","2017-02-20","14:00","Attempted Abduction","Street","1 N Kilbourn Ave","Chicago","IL","Cook","Chicago (IL) PD - 11th Dist.","591056","Black","Female","10","Male","Black",NA,"40-45","Pickup Truck","Blue","other","Directive/Command",NA,"Adult/Child Intervened",NA,1,1,41.8804,-87.7223
60624,"Attempted Abduction",1219763,"Closed","2013-07-10","00:00","Attempted Abduction","Street","700 S Karlov Ave","Chicago","IL","Cook","Chicago (IL) PD","491443","Unknown","Female","14","Male","Black",NA,"40-50","Van","White","ride",NA,NA,"Fought/Broke Free",NA,1,1,41.8804,-87.7223
60625,"Attempted Abduction",1298867,"Closed","2017-05-22","17:12","Exposure","Street","3600 W Ainslie St","Chicago","IL","Cook","Chicago (IL) PD - 17th District","603441","Unknown","Female","13","Male","Hispanic",NA,"25-40","Sedan, 4 door","Silver","other","Directions",NA,"Unknown",NA,1,1,41.9703,-87.7042
60625,"Attempted Abduction",1274809,"Closed","2016-08-10","15:10","Suspicious Incident","Street","5100 N Ridgeway Ave","Chicago","IL","Cook","Chicago (IL) PD - 17th District","571797","Unknown","Male","Unknown","Male","Unknown",NA,"30-35",NA,NA,"other","Conversation",NA,"Other","Child walked away",1,1,41.9703,-87.7042
60625,"Attempted Abduction",1144319,"Closed","2010-03-24","17:25","Attempted Abduction","Street","W Eastwood Ave","Chicago","IL","Cook","Chicago (IL) PD","407471/407472","Unknown/Unknown","Male/Male","11/11","Male","White",NA,"44-55","Sedan, 4 door","Silver","other","Unknown",NA,"Ran Away",NA,2,1,41.9703,-87.7042
60625,"Attempted Abduction",1117728,"Closed","2009-02-09","08:30","Exposure","Street","3700 W Sunnyside Ave","Chicago","IL","Cook","Chicago (IL) PD","377626","Unknown","Female","10","Male","White",NA,"50-60","Pickup Truck","Blue, Dark","other","None",NA,"Unknown",NA,1,1,41.9703,-87.7042
60625,"Attempted Abduction",1140543,"Closed","2010-01-14","17:30","Suspicious Incident","Street","4600 N Lincoln Ave","Chicago","IL","Cook","Chicago (IL) PD","403192","Unknown","Female","14","Male","White",NA,"30-39",NA,NA,"other","Compliments",NA,"Unknown",NA,1,1,41.9703,-87.7042
60625,"Attempted Abduction",1309763,"Closed","2017-09-24","17:00","Exposure","Street","4800 N Sacramento Ave","Chicago","IL","Cook","Chicago (IL) PD - 17th District","618011","Unknown","Female","14","Male","Hispanic",NA,"30-35",NA,"Dark","other","Conversation",NA,"Unknown",NA,1,1,41.9703,-87.7042
60625,"Attempted Abduction",1267708,"Closed","2016-04-26","18:00","Attempted Abduction","Street","4500 St Louis Ave","Chicago","IL","Cook","Chicago (IL) PD - 17th District","561876","Unknown","Female","Unknown","Male","Unknown",NA,"40-45",NA,"White","other","Waved; Honked horn",NA,"Ignored/Refused","Walked away",1,1,41.9703,-87.7042
60625,"Attempted Abduction",1296377,"Closed","2017-05-08","16:15","Exposure","Street","N Sacramento Ave & W Gunnison St","Chicago","IL","Cook","Chicago (IL) PD - 17th District","600189","Unknown","Female","14","Male","Hispanic",NA,"30-35",NA,"Black","other","Conversation; Questions",NA,"Ran Away",NA,1,1,41.9703,-87.7042
60626,"Attempted Abduction",1131556,"Closed","2009-09-19","11:50","Attempted Abduction","Park","1233 W Jarvis Ave","Chicago","IL","Cook","Chicago (IL) PD","393128/393131","Unknown/Unknown","Male/Male","Unknown/Unknown","Male/Male","White/Hispanic",NA,"30-40/30-40","Van","Blue","other","None",NA,"Ran Away",NA,2,2,42.0095,-87.6689
60626,"Attempted Abduction",1175998,"Closed","2011-07-04","20:45","Attempted Abduction","Beach / Boardwalk","1000 W Pratt Blvd","Chicago","IL","Cook","Chicago (IL) PD","442774","Unknown","Female","1","Male","Black",NA,"Unknown",NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,42.0095,-87.6689
60626,"Attempted Abduction",1310196,"Closed","2017-10-06","07:30","Exposure","Street","1900 W Fargo Ave","Chicago","IL","Cook","Chicago (IL) PD - 24th District","618548","Unknown","Female","Unknown","Male","White",NA,"20-30",NA,NA,"other","None",NA,"Unknown",NA,1,1,42.0095,-87.6689
60626,"Attempted Abduction",1182003,"Closed","2011-09-26","06:50","Suspicious Incident","School - Bus Stop","7000 N Damen Ave","Chicago","IL","Cook","Chicago (IL) PD","449522","Unknown","Female","12","Male","White",NA,"45-55",NA,"Red","other","None",NA,"Unknown",NA,1,1,42.0095,-87.6689
60626,"Attempted Abduction",1292589,"Closed","2017-03-23","07:50","Attempted Abduction","Street","7500 N Ashland Ave","Chicago","IL","Cook","Chicago (IL) PD - District 24","595232","Unknown","Female","11","Male","Black",NA,"30-40","Van","Dark","other","Directive/Command",NA,"Ran Away",NA,1,1,42.0095,-87.6689
60626,"Attempted Abduction",1300245,"Closed","2017-06-16","15:15","Attempted Abduction","Street","N Damen Ave & W Columbia Ave","Chicago","IL","Cook","Chicago (IL) PD - 24th District","605297","Unknown","Female","12","Male","Unknown",NA,"23-27",NA,"Black","other","Called Out; Gesture",NA,"Ran Away",NA,1,1,42.0095,-87.6689
60626,"Attempted Abduction",1131171,"Closed","2009-09-09","16:30","Attempted Abduction","Street","7400 N Greenview Ave","Chicago","IL","Cook","Chicago (IL) PD","392716","Hispanic","Female","10","Male","Hispanic",NA,"35-40","Pickup Truck","White","ride",NA,NA,"Ran Away",NA,1,1,42.0095,-87.6689
60628,"Attempted Abduction",1128365,"Closed","2009-07-13","07:25","Attempted Abduction","Street","11500 S Michigan Ave","Chicago","IL","Cook","Chicago (IL) PD","389532","Unknown","Female","13","Male","Black",NA,"30-35","Van","Tan","other","Unknown",NA,"Ran Away",NA,1,1,41.6934,-87.6243
60628,"Attempted Abduction",1267984,"Closed","2016-05-03","08:28","Attempted Abduction","Street","200 W 108th St","Chicago","IL","Cook","Chicago (IL) PD - Area South Side Division","562340","Unknown","Female","14","Male","Black",NA,"Unknown",NA,"Silver","other","None",NA,"Ran Away","Broke free",1,1,41.6934,-87.6243
60628,"Attempted Abduction",1193965,"Closed","2012-04-25","09:00","Attempted Abduction","Street","10400 State St","Roseland","IL","Cook","Chicago (IL) PD","462600","Unknown","Female","11","Male","White",NA,"40",NA,"Black","money/other","Cell phone",NA,"Ignored/Refused","Adult/Child Intervened",1,1,41.6934,-87.6243
60628,"Attempted Abduction",1256912,"Closed","2015-10-20","18:00","Sexual Assault","Street","11300 S State St","Chicago","IL","Cook","Chicago (IL) PD - 5th District","546533","Unknown","Female","14","Male","Black",NA,"20-30",NA,NA,"other","None","TEST STATEMENT - The suspect told the child's mother if she did not listen to his instructions, she would die.","Unknown",NA,1,1,41.6934,-87.6243
60628,"Attempted Abduction",1140531,"Closed","2010-01-13","09:15","Attempted Abduction","Street","10100 S Parnell Ave","Chicago","IL","Cook","Chicago (IL) PD","403180","Unknown","Female","14","Male","Black",NA,"30-35","Sedan, 2 door","Black","other","None",NA,"Fought/Broke Free",NA,1,1,41.6934,-87.6243
60628,"Attempted Abduction",1147754,"Closed","2010-04-30","06:50","Sexual Assault","Street","S Wallace St","Chicago","IL","Cook","Chicago (IL) PD","411329","Unknown","Female","Unknown","Male","Black",NA,"18-19",NA,NA,"other","Conversation",NA,"Unknown",NA,1,1,41.6934,-87.6243
60628,"Attempted Abduction",1256239,"Closed","2015-09-29","06:30","Attempted Abduction","Street","10900 S Michigan Ave","Chicago","IL","Cook","Chicago (IL) PD - Area South","545625","Unknown","Female","15","Male","Black",NA,"Unknown","Sedan, 4 door","Black","other","None",NA,"Fought/Broke Free",NA,1,1,41.6934,-87.6243
60628,"Attempted Abduction",1141140,"Closed","2010-02-04","18:48","Attempted Abduction","Street","10400 S Emerald Ave","Chicago","IL","Cook","Chicago (IL) PD","403843","Unknown","Female","15","Male","Black",NA,"30-40","Sedan, 4 door","Black","other","None",NA,"Ran Away",NA,1,1,41.6934,-87.6243
60628,"Attempted Abduction",1105740,"Closed","2008-09-07","20:30","Attempted Abduction","Street","12400 South State St","Chicago","IL","Cook","Chicago (IL) PD","364378","Unknown","Female","15","Male","White",NA,"40-49","Sedan","Blue","other","None",NA,"Fought/Broke Free",NA,1,1,41.6934,-87.6243
60628,"Attempted Abduction",1107945,"Closed","2008-10-07","17:55","Attempted Abduction","Street","10000 S Normal Ave","Chicago","IL","Cook","Chicago (IL) PD","366779","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown","Van/Pickup Truck","White/Brown","other","Balloons",NA,"Ran Away",NA,1,1,41.6934,-87.6243
60628,"Attempted Abduction",1227599,"Closed","2011-09-26","08:30","Exposure","Street","9600 S Greenwood Ave","Chicago","IL","Cook","Chicago (IL) PD","502138/502139/502140","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Male","Black",NA,"20-35","Sedan, 2 door","Black","other","None",NA,"Ignored/Refused",NA,3,1,41.6934,-87.6243
